V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
1001000260.E3	GBM cell 3350	Brain	Homo sapiens	1001000260	E3	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.B3	GBM cell 3351	Brain	Homo sapiens	1001000260	B3	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.D9	GBM cell 3352	Brain	Homo sapiens	1001000260	D9	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.A12	GBM cell 3353	Brain	Homo sapiens	1001000260	A12	Tumor	BT_S6	8	Immune cell	Regular
1001000260.H5	GBM cell 3354	Brain	Homo sapiens	1001000260	H5	Tumor	BT_S6	12	Vascular	Regular
1001000260.G10	GBM cell 3355	Brain	Homo sapiens	1001000260	G10	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000262.G12	GBM cell 3356	Brain	Homo sapiens	1001000262	G12	Periphery	BT_S6	6	Vascular	Regular
1001000264.B4	GBM cell 3357	Brain	Homo sapiens	1001000264	B4	Periphery	BT_S6	7	Immune cell	Regular
1001000264.F11	GBM cell 3358	Brain	Homo sapiens	1001000264	F11	Periphery	BT_S6	7	Immune cell	Regular
1001000264.D8	GBM cell 3359	Brain	Homo sapiens	1001000264	D8	Periphery	BT_S6	7	Immune cell	Regular
1001000264.C7	GBM cell 3360	Brain	Homo sapiens	1001000264	C7	Periphery	BT_S6	8	Immune cell	Regular
1001000264.A12	GBM cell 3361	Brain	Homo sapiens	1001000264	A12	Periphery	BT_S6	7	Immune cell	Regular
1001000264.C10	GBM cell 3362	Brain	Homo sapiens	1001000264	C10	Periphery	BT_S6	7	Immune cell	Regular
1001000264.G7	GBM cell 3363	Brain	Homo sapiens	1001000264	G7	Periphery	BT_S6	7	Immune cell	Regular
1001000264.C1	GBM cell 3364	Brain	Homo sapiens	1001000264	C1	Periphery	BT_S6	8	Immune cell	Regular
1001000264.E7	GBM cell 3365	Brain	Homo sapiens	1001000264	E7	Periphery	BT_S6	8	Immune cell	Regular
1001000264.F7	GBM cell 3366	Brain	Homo sapiens	1001000264	F7	Periphery	BT_S6	7	Immune cell	Regular
1001000264.E11	GBM cell 3367	Brain	Homo sapiens	1001000264	E11	Periphery	BT_S6	8	Immune cell	Regular
1001000264.H1	GBM cell 3368	Brain	Homo sapiens	1001000264	H1	Periphery	BT_S6	7	Immune cell	Regular
1001000264.F9	GBM cell 3369	Brain	Homo sapiens	1001000264	F9	Periphery	BT_S6	7	Immune cell	Regular
1001000264.A6	GBM cell 3370	Brain	Homo sapiens	1001000264	A6	Periphery	BT_S6	7	Immune cell	Regular
1001000264.D6	GBM cell 3371	Brain	Homo sapiens	1001000264	D6	Periphery	BT_S6	8	Immune cell	Regular
1001000264.H10	GBM cell 3372	Brain	Homo sapiens	1001000264	H10	Periphery	BT_S6	8	Immune cell	Regular
1001000264.G5	GBM cell 3373	Brain	Homo sapiens	1001000264	G5	Periphery	BT_S6	7	Immune cell	Regular
1001000264.D12	GBM cell 3374	Brain	Homo sapiens	1001000264	D12	Periphery	BT_S6	8	Immune cell	Regular
1001000264.F10	GBM cell 3375	Brain	Homo sapiens	1001000264	F10	Periphery	BT_S6	7	Immune cell	Regular
1001000264.G10	GBM cell 3376	Brain	Homo sapiens	1001000264	G10	Periphery	BT_S6	8	Immune cell	Regular
1001000264.G9	GBM cell 3377	Brain	Homo sapiens	1001000264	G9	Periphery	BT_S6	7	Immune cell	Regular
1001000264.A8	GBM cell 3378	Brain	Homo sapiens	1001000264	A8	Periphery	BT_S6	7	Immune cell	Regular
1001000264.B9	GBM cell 3379	Brain	Homo sapiens	1001000264	B9	Periphery	BT_S6	7	Immune cell	Regular
1001000264.D4	GBM cell 3380	Brain	Homo sapiens	1001000264	D4	Periphery	BT_S6	7	Immune cell	Regular
1001000264.B1	GBM cell 3381	Brain	Homo sapiens	1001000264	B1	Periphery	BT_S6	8	Immune cell	Regular
1001000264.B5	GBM cell 3382	Brain	Homo sapiens	1001000264	B5	Periphery	BT_S6	7	Immune cell	Regular
1001000264.B11	GBM cell 3383	Brain	Homo sapiens	1001000264	B11	Periphery	BT_S6	7	Immune cell	Regular
1001000264.C12	GBM cell 3384	Brain	Homo sapiens	1001000264	C12	Periphery	BT_S6	7	Immune cell	Regular
1001000264.D11	GBM cell 3385	Brain	Homo sapiens	1001000264	D11	Periphery	BT_S6	7	Immune cell	Regular
1001000264.E8	GBM cell 3386	Brain	Homo sapiens	1001000264	E8	Periphery	BT_S6	7	Immune cell	Regular
1001000264.E1	GBM cell 3387	Brain	Homo sapiens	1001000264	E1	Periphery	BT_S6	8	Immune cell	Regular
1001000264.C5	GBM cell 3388	Brain	Homo sapiens	1001000264	C5	Periphery	BT_S6	7	Immune cell	Regular
1001000264.C8	GBM cell 3389	Brain	Homo sapiens	1001000264	C8	Periphery	BT_S6	7	Immune cell	Regular
1001000264.D7	GBM cell 3390	Brain	Homo sapiens	1001000264	D7	Periphery	BT_S6	7	Immune cell	Regular
1001000264.A4	GBM cell 3391	Brain	Homo sapiens	1001000264	A4	Periphery	BT_S6	7	Immune cell	Regular
1001000264.A5	GBM cell 3392	Brain	Homo sapiens	1001000264	A5	Periphery	BT_S6	7	Immune cell	Regular
1001000264.C9	GBM cell 3393	Brain	Homo sapiens	1001000264	C9	Periphery	BT_S6	7	Immune cell	Regular
1001000264.H9	GBM cell 3394	Brain	Homo sapiens	1001000264	H9	Periphery	BT_S6	7	Immune cell	Regular
1001000264.G12	GBM cell 3395	Brain	Homo sapiens	1001000264	G12	Periphery	BT_S6	8	Immune cell	Regular
1001000264.A11	GBM cell 3396	Brain	Homo sapiens	1001000264	A11	Periphery	BT_S6	7	Immune cell	Regular
1001000264.A7	GBM cell 3397	Brain	Homo sapiens	1001000264	A7	Periphery	BT_S6	7	Immune cell	Regular
1001000264.E12	GBM cell 3398	Brain	Homo sapiens	1001000264	E12	Periphery	BT_S6	7	Immune cell	Regular
1001000264.F12	GBM cell 3399	Brain	Homo sapiens	1001000264	F12	Periphery	BT_S6	7	Immune cell	Regular
1001000264.G8	GBM cell 3400	Brain	Homo sapiens	1001000264	G8	Periphery	BT_S6	7	Immune cell	Regular
1001000264.D3	GBM cell 3401	Brain	Homo sapiens	1001000264	D3	Periphery	BT_S6	7	Immune cell	Regular
1001000264.A1	GBM cell 3402	Brain	Homo sapiens	1001000264	A1	Periphery	BT_S6	7	Immune cell	Regular
1001000264.B8	GBM cell 3403	Brain	Homo sapiens	1001000264	B8	Periphery	BT_S6	7	Immune cell	Regular
1001000264.B12	GBM cell 3404	Brain	Homo sapiens	1001000264	B12	Periphery	BT_S6	7	Immune cell	Regular
1001000264.A10	GBM cell 3405	Brain	Homo sapiens	1001000264	A10	Periphery	BT_S6	7	Immune cell	Regular
1001000264.D10	GBM cell 3406	Brain	Homo sapiens	1001000264	D10	Periphery	BT_S6	8	Immune cell	Regular
1001000264.H7	GBM cell 3407	Brain	Homo sapiens	1001000264	H7	Periphery	BT_S6	8	Immune cell	Regular
1001000264.E9	GBM cell 3408	Brain	Homo sapiens	1001000264	E9	Periphery	BT_S6	7	Immune cell	Regular
1001000264.C6	GBM cell 3409	Brain	Homo sapiens	1001000264	C6	Periphery	BT_S6	8	Immune cell	Regular
1001000264.F1	GBM cell 3410	Brain	Homo sapiens	1001000264	F1	Periphery	BT_S6	7	Immune cell	Regular
1001000264.D1	GBM cell 3411	Brain	Homo sapiens	1001000264	D1	Periphery	BT_S6	7	Immune cell	Regular
1001000264.G11	GBM cell 3412	Brain	Homo sapiens	1001000264	G11	Periphery	BT_S6	8	Immune cell	Regular
1001000264.B6	GBM cell 3413	Brain	Homo sapiens	1001000264	B6	Periphery	BT_S6	7	Immune cell	Regular
1001000265.D7	GBM cell 3414	Brain	Homo sapiens	1001000265	D7	Periphery	BT_S6	7	Immune cell	Regular
1001000265.E4	GBM cell 3415	Brain	Homo sapiens	1001000265	E4	Periphery	BT_S6	8	Immune cell	Regular
1001000265.F1	GBM cell 3416	Brain	Homo sapiens	1001000265	F1	Periphery	BT_S6	7	Immune cell	Regular
1001000265.C1	GBM cell 3417	Brain	Homo sapiens	1001000265	C1	Periphery	BT_S6	7	Immune cell	Regular
1001000265.H7	GBM cell 3418	Brain	Homo sapiens	1001000265	H7	Periphery	BT_S6	8	Immune cell	Regular
1001000265.B6	GBM cell 3419	Brain	Homo sapiens	1001000265	B6	Periphery	BT_S6	7	Immune cell	Regular
1001000265.B11	GBM cell 3420	Brain	Homo sapiens	1001000265	B11	Periphery	BT_S6	7	Immune cell	Regular
1001000265.B8	GBM cell 3421	Brain	Homo sapiens	1001000265	B8	Periphery	BT_S6	7	Immune cell	Regular
1001000265.E9	GBM cell 3422	Brain	Homo sapiens	1001000265	E9	Periphery	BT_S6	8	Immune cell	Regular
1001000265.G11	GBM cell 3423	Brain	Homo sapiens	1001000265	G11	Periphery	BT_S6	8	Immune cell	Regular
1001000265.E2	GBM cell 3424	Brain	Homo sapiens	1001000265	E2	Periphery	BT_S6	7	Immune cell	Regular
1001000265.C3	GBM cell 3425	Brain	Homo sapiens	1001000265	C3	Periphery	BT_S6	8	Immune cell	Regular
1001000265.A5	GBM cell 3426	Brain	Homo sapiens	1001000265	A5	Periphery	BT_S6	7	Immune cell	Regular
1001000265.G8	GBM cell 3427	Brain	Homo sapiens	1001000265	G8	Periphery	BT_S6	7	Immune cell	Regular
1001000265.E12	GBM cell 3428	Brain	Homo sapiens	1001000265	E12	Periphery	BT_S6	7	Immune cell	Regular
1001000265.B12	GBM cell 3429	Brain	Homo sapiens	1001000265	B12	Periphery	BT_S6	7	Immune cell	Regular
1001000265.E8	GBM cell 3430	Brain	Homo sapiens	1001000265	E8	Periphery	BT_S6	7	Immune cell	Regular
1001000265.D3	GBM cell 3431	Brain	Homo sapiens	1001000265	D3	Periphery	BT_S6	7	Immune cell	Regular
1001000265.E10	GBM cell 3432	Brain	Homo sapiens	1001000265	E10	Periphery	BT_S6	8	Immune cell	Regular
1001000265.D12	GBM cell 3433	Brain	Homo sapiens	1001000265	D12	Periphery	BT_S6	7	Immune cell	Regular
1001000265.A8	GBM cell 3434	Brain	Homo sapiens	1001000265	A8	Periphery	BT_S6	7	Immune cell	Regular
1001000265.B3	GBM cell 3435	Brain	Homo sapiens	1001000265	B3	Periphery	BT_S6	7	Immune cell	Regular
1001000265.E6	GBM cell 3436	Brain	Homo sapiens	1001000265	E6	Periphery	BT_S6	7	Immune cell	Regular
1001000265.G12	GBM cell 3437	Brain	Homo sapiens	1001000265	G12	Periphery	BT_S6	7	Immune cell	Regular
1001000265.B10	GBM cell 3438	Brain	Homo sapiens	1001000265	B10	Periphery	BT_S6	7	Immune cell	Regular
1001000265.F12	GBM cell 3439	Brain	Homo sapiens	1001000265	F12	Periphery	BT_S6	7	Immune cell	Regular
1001000265.D8	GBM cell 3440	Brain	Homo sapiens	1001000265	D8	Periphery	BT_S6	7	Immune cell	Regular
1001000265.E3	GBM cell 3441	Brain	Homo sapiens	1001000265	E3	Periphery	BT_S6	7	Immune cell	Regular
1001000265.B5	GBM cell 3442	Brain	Homo sapiens	1001000265	B5	Periphery	BT_S6	7	Immune cell	Regular
1001000265.F8	GBM cell 3443	Brain	Homo sapiens	1001000265	F8	Periphery	BT_S6	8	Immune cell	Regular
1001000265.C9	GBM cell 3444	Brain	Homo sapiens	1001000265	C9	Periphery	BT_S6	7	Immune cell	Regular
1001000265.G9	GBM cell 3445	Brain	Homo sapiens	1001000265	G9	Periphery	BT_S6	7	Immune cell	Regular
1001000265.C4	GBM cell 3446	Brain	Homo sapiens	1001000265	C4	Periphery	BT_S6	7	Immune cell	Regular
1001000265.C6	GBM cell 3447	Brain	Homo sapiens	1001000265	C6	Periphery	BT_S6	8	Immune cell	Regular
1001000265.F6	GBM cell 3448	Brain	Homo sapiens	1001000265	F6	Periphery	BT_S6	8	Immune cell	Regular
1001000265.G10	GBM cell 3449	Brain	Homo sapiens	1001000265	G10	Periphery	BT_S6	7	Immune cell	Regular
1001000265.B2	GBM cell 3450	Brain	Homo sapiens	1001000265	B2	Periphery	BT_S6	7	Immune cell	Regular
1001000265.A6	GBM cell 3451	Brain	Homo sapiens	1001000265	A6	Periphery	BT_S6	8	Immune cell	Regular
1001000265.C5	GBM cell 3452	Brain	Homo sapiens	1001000265	C5	Periphery	BT_S6	8	Immune cell	Regular
1001000265.B4	GBM cell 3453	Brain	Homo sapiens	1001000265	B4	Periphery	BT_S6	7	Immune cell	Regular
1001000265.G4	GBM cell 3454	Brain	Homo sapiens	1001000265	G4	Periphery	BT_S6	8	Immune cell	Regular
1001000265.B9	GBM cell 3455	Brain	Homo sapiens	1001000265	B9	Periphery	BT_S6	7	Immune cell	Regular
1001000265.D4	GBM cell 3456	Brain	Homo sapiens	1001000265	D4	Periphery	BT_S6	8	Immune cell	Regular
1001000265.F4	GBM cell 3457	Brain	Homo sapiens	1001000265	F4	Periphery	BT_S6	7	Immune cell	Regular
1001000265.A4	GBM cell 3458	Brain	Homo sapiens	1001000265	A4	Periphery	BT_S6	7	Immune cell	Regular
1001000265.E7	GBM cell 3459	Brain	Homo sapiens	1001000265	E7	Periphery	BT_S6	7	Immune cell	Regular
1001000265.D2	GBM cell 3460	Brain	Homo sapiens	1001000265	D2	Periphery	BT_S6	7	Immune cell	Regular
1001000265.C11	GBM cell 3461	Brain	Homo sapiens	1001000265	C11	Periphery	BT_S6	7	Immune cell	Regular
1001000265.A2	GBM cell 3462	Brain	Homo sapiens	1001000265	A2	Periphery	BT_S6	7	Immune cell	Regular
1001000265.A10	GBM cell 3463	Brain	Homo sapiens	1001000265	A10	Periphery	BT_S6	8	Immune cell	Regular
1001000265.D11	GBM cell 3464	Brain	Homo sapiens	1001000265	D11	Periphery	BT_S6	7	Immune cell	Regular
1001000265.C2	GBM cell 3465	Brain	Homo sapiens	1001000265	C2	Periphery	BT_S6	8	Immune cell	Regular
1001000265.C7	GBM cell 3466	Brain	Homo sapiens	1001000265	C7	Periphery	BT_S6	7	Immune cell	Regular
1001000265.D9	GBM cell 3467	Brain	Homo sapiens	1001000265	D9	Periphery	BT_S6	7	Immune cell	Regular
1001000265.D10	GBM cell 3468	Brain	Homo sapiens	1001000265	D10	Periphery	BT_S6	7	Immune cell	Regular
1001000265.F2	GBM cell 3469	Brain	Homo sapiens	1001000265	F2	Periphery	BT_S6	7	Immune cell	Regular
1001000266.C4	GBM cell 3470	Brain	Homo sapiens	1001000266	C4	Tumor	BT_S6	8	Immune cell	Regular
1001000266.B5	GBM cell 3471	Brain	Homo sapiens	1001000266	B5	Tumor	BT_S6	8	Immune cell	Regular
1001000266.D7	GBM cell 3472	Brain	Homo sapiens	1001000266	D7	Tumor	BT_S6	8	Immune cell	Regular
1001000266.A3	GBM cell 3473	Brain	Homo sapiens	1001000266	A3	Tumor	BT_S6	6	Vascular	Regular
1001000266.A7	GBM cell 3474	Brain	Homo sapiens	1001000266	A7	Tumor	BT_S6	8	Immune cell	Regular
1001000266.E3	GBM cell 3475	Brain	Homo sapiens	1001000266	E3	Tumor	BT_S6	8	Immune cell	Regular
1001000266.D5	GBM cell 3476	Brain	Homo sapiens	1001000266	D5	Tumor	BT_S6	8	Immune cell	Regular
1001000266.A5	GBM cell 3477	Brain	Homo sapiens	1001000266	A5	Tumor	BT_S6	8	Immune cell	Regular
1001000266.B6	GBM cell 3478	Brain	Homo sapiens	1001000266	B6	Tumor	BT_S6	8	Immune cell	Regular
1001000266.E7	GBM cell 3479	Brain	Homo sapiens	1001000266	E7	Tumor	BT_S6	8	Immune cell	Regular
1001000266.G4	GBM cell 3480	Brain	Homo sapiens	1001000266	G4	Tumor	BT_S6	8	Immune cell	Regular
1001000266.C5	GBM cell 3481	Brain	Homo sapiens	1001000266	C5	Tumor	BT_S6	8	Immune cell	Regular
1001000266.A6	GBM cell 3482	Brain	Homo sapiens	1001000266	A6	Tumor	BT_S6	8	Immune cell	Regular
1001000266.A4	GBM cell 3483	Brain	Homo sapiens	1001000266	A4	Tumor	BT_S6	8	Immune cell	Regular
1001000266.E4	GBM cell 3484	Brain	Homo sapiens	1001000266	E4	Tumor	BT_S6	8	Immune cell	Regular
1001000266.B4	GBM cell 3485	Brain	Homo sapiens	1001000266	B4	Tumor	BT_S6	8	Immune cell	Regular
1001000267.H6	GBM cell 3486	Brain	Homo sapiens	1001000267	H6	Periphery	BT_S6	7	Immune cell	Regular
1001000267.E10	GBM cell 3487	Brain	Homo sapiens	1001000267	E10	Periphery	BT_S6	9	OPC	Regular
1001000267.B8	GBM cell 3488	Brain	Homo sapiens	1001000267	B8	Periphery	BT_S6	11	Neoplastic	Neoplastic
1001000267.G12	GBM cell 3489	Brain	Homo sapiens	1001000267	G12	Periphery	BT_S6	7	Immune cell	Regular
1001000267.F5	GBM cell 3490	Brain	Homo sapiens	1001000267	F5	Periphery	BT_S6	10	Astocyte	Regular
1001000267.H8	GBM cell 3491	Brain	Homo sapiens	1001000267	H8	Periphery	BT_S6	2	Oligodendrocyte	Regular
1001000267.C5	GBM cell 3492	Brain	Homo sapiens	1001000267	C5	Periphery	BT_S6	7	Immune cell	Regular
1001000267.F12	GBM cell 3493	Brain	Homo sapiens	1001000267	F12	Periphery	BT_S6	9	OPC	Regular
1001000267.C12	GBM cell 3494	Brain	Homo sapiens	1001000267	C12	Periphery	BT_S6	9	OPC	Regular
1001000267.B3	GBM cell 3495	Brain	Homo sapiens	1001000267	B3	Periphery	BT_S6	9	OPC	Regular
1001000267.B11	GBM cell 3496	Brain	Homo sapiens	1001000267	B11	Periphery	BT_S6	7	Immune cell	Regular
1001000267.G1	GBM cell 3497	Brain	Homo sapiens	1001000267	G1	Periphery	BT_S6	9	OPC	Regular
1001000267.D5	GBM cell 3498	Brain	Homo sapiens	1001000267	D5	Periphery	BT_S6	9	OPC	Regular
1001000267.A7	GBM cell 3499	Brain	Homo sapiens	1001000267	A7	Periphery	BT_S6	7	Immune cell	Regular
1001000267.C7	GBM cell 3500	Brain	Homo sapiens	1001000267	C7	Periphery	BT_S6	10	Astocyte	Regular
1001000267.E4	GBM cell 3501	Brain	Homo sapiens	1001000267	E4	Periphery	BT_S6	9	OPC	Regular
1001000267.A11	GBM cell 3502	Brain	Homo sapiens	1001000267	A11	Periphery	BT_S6	9	OPC	Regular
1001000267.F10	GBM cell 3503	Brain	Homo sapiens	1001000267	F10	Periphery	BT_S6	9	OPC	Regular
1001000267.H11	GBM cell 3504	Brain	Homo sapiens	1001000267	H11	Periphery	BT_S6	10	Astocyte	Regular
1001000267.E12	GBM cell 3505	Brain	Homo sapiens	1001000267	E12	Periphery	BT_S6	9	OPC	Regular
1001000267.E8	GBM cell 3506	Brain	Homo sapiens	1001000267	E8	Periphery	BT_S6	10	Astocyte	Regular
1001000267.H9	GBM cell 3507	Brain	Homo sapiens	1001000267	H9	Periphery	BT_S6	7	Immune cell	Regular
1001000267.H4	GBM cell 3508	Brain	Homo sapiens	1001000267	H4	Periphery	BT_S6	2	Oligodendrocyte	Regular
1001000267.G11	GBM cell 3509	Brain	Homo sapiens	1001000267	G11	Periphery	BT_S6	2	Oligodendrocyte	Regular
1001000267.H10	GBM cell 3510	Brain	Homo sapiens	1001000267	H10	Periphery	BT_S6	10	Astocyte	Regular
1001000267.G9	GBM cell 3511	Brain	Homo sapiens	1001000267	G9	Periphery	BT_S6	9	OPC	Regular
1001000267.D9	GBM cell 3512	Brain	Homo sapiens	1001000267	D9	Periphery	BT_S6	9	OPC	Regular
1001000267.H5	GBM cell 3513	Brain	Homo sapiens	1001000267	H5	Periphery	BT_S6	8	Immune cell	Regular
1001000267.F9	GBM cell 3514	Brain	Homo sapiens	1001000267	F9	Periphery	BT_S6	9	OPC	Regular
1001000267.G7	GBM cell 3515	Brain	Homo sapiens	1001000267	G7	Periphery	BT_S6	7	Immune cell	Regular
1001000267.C11	GBM cell 3516	Brain	Homo sapiens	1001000267	C11	Periphery	BT_S6	7	Immune cell	Regular
1001000267.F11	GBM cell 3517	Brain	Homo sapiens	1001000267	F11	Periphery	BT_S6	9	OPC	Regular
1001000267.B4	GBM cell 3518	Brain	Homo sapiens	1001000267	B4	Periphery	BT_S6	10	Astocyte	Regular
1001000267.H7	GBM cell 3519	Brain	Homo sapiens	1001000267	H7	Periphery	BT_S6	9	OPC	Regular
1001000267.A1	GBM cell 3520	Brain	Homo sapiens	1001000267	A1	Periphery	BT_S6	10	Astocyte	Regular
1001000267.D7	GBM cell 3521	Brain	Homo sapiens	1001000267	D7	Periphery	BT_S6	7	Immune cell	Regular
1001000267.D10	GBM cell 3522	Brain	Homo sapiens	1001000267	D10	Periphery	BT_S6	7	Immune cell	Regular
1001000267.B5	GBM cell 3523	Brain	Homo sapiens	1001000267	B5	Periphery	BT_S6	9	OPC	Regular
1001000267.G5	GBM cell 3524	Brain	Homo sapiens	1001000267	G5	Periphery	BT_S6	11	Neoplastic	Neoplastic
1001000267.B10	GBM cell 3525	Brain	Homo sapiens	1001000267	B10	Periphery	BT_S6	7	Immune cell	Regular
1001000267.C1	GBM cell 3526	Brain	Homo sapiens	1001000267	C1	Periphery	BT_S6	9	OPC	Regular
1001000267.D12	GBM cell 3527	Brain	Homo sapiens	1001000267	D12	Periphery	BT_S6	9	OPC	Regular
1001000267.A6	GBM cell 3528	Brain	Homo sapiens	1001000267	A6	Periphery	BT_S6	8	Immune cell	Regular
1001000267.G10	GBM cell 3529	Brain	Homo sapiens	1001000267	G10	Periphery	BT_S6	10	Astocyte	Regular
1001000267.C8	GBM cell 3530	Brain	Homo sapiens	1001000267	C8	Periphery	BT_S6	9	OPC	Regular
1001000267.B12	GBM cell 3531	Brain	Homo sapiens	1001000267	B12	Periphery	BT_S6	9	OPC	Regular
1001000267.F8	GBM cell 3532	Brain	Homo sapiens	1001000267	F8	Periphery	BT_S6	8	Immune cell	Regular
1001000267.D4	GBM cell 3533	Brain	Homo sapiens	1001000267	D4	Periphery	BT_S6	9	OPC	Regular
1001000267.E7	GBM cell 3534	Brain	Homo sapiens	1001000267	E7	Periphery	BT_S6	9	OPC	Regular
1001000267.E5	GBM cell 3535	Brain	Homo sapiens	1001000267	E5	Periphery	BT_S6	7	Immune cell	Regular
1001000268.D6	GBM cell 3536	Brain	Homo sapiens	1001000268	D6	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000268.F6	GBM cell 3537	Brain	Homo sapiens	1001000268	F6	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000268.G6	GBM cell 3538	Brain	Homo sapiens	1001000268	G6	Tumor	BT_S6	8	Immune cell	Regular
1001000268.B4	GBM cell 3539	Brain	Homo sapiens	1001000268	B4	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000268.D4	GBM cell 3540	Brain	Homo sapiens	1001000268	D4	Tumor	BT_S6	1	Neoplastic	Neoplastic
1001000268.C6	GBM cell 3541	Brain	Homo sapiens	1001000268	C6	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000268.F1	GBM cell 3542	Brain	Homo sapiens	1001000268	F1	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000268.H2	GBM cell 3543	Brain	Homo sapiens	1001000268	H2	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000268.B2	GBM cell 3544	Brain	Homo sapiens	1001000268	B2	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000268.G2	GBM cell 3545	Brain	Homo sapiens	1001000268	G2	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000268.A2	GBM cell 3546	Brain	Homo sapiens	1001000268	A2	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000268.H4	GBM cell 3547	Brain	Homo sapiens	1001000268	H4	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000268.H5	GBM cell 3548	Brain	Homo sapiens	1001000268	H5	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000268.C3	GBM cell 3549	Brain	Homo sapiens	1001000268	C3	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000268.D5	GBM cell 3550	Brain	Homo sapiens	1001000268	D5	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000268.C5	GBM cell 3551	Brain	Homo sapiens	1001000268	C5	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000268.F5	GBM cell 3552	Brain	Homo sapiens	1001000268	F5	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000268.B5	GBM cell 3553	Brain	Homo sapiens	1001000268	B5	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000268.A5	GBM cell 3554	Brain	Homo sapiens	1001000268	A5	Tumor	BT_S6	8	Immune cell	Regular
1001000268.E6	GBM cell 3555	Brain	Homo sapiens	1001000268	E6	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000268.E4	GBM cell 3556	Brain	Homo sapiens	1001000268	E4	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000268.H3	GBM cell 3557	Brain	Homo sapiens	1001000268	H3	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000268.E2	GBM cell 3558	Brain	Homo sapiens	1001000268	E2	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000268.D2	GBM cell 3559	Brain	Homo sapiens	1001000268	D2	Tumor	BT_S6	8	Immune cell	Regular
1001000268.G1	GBM cell 3560	Brain	Homo sapiens	1001000268	G1	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000270.G1	GBM cell 3561	Brain	Homo sapiens	1001000270	G1	Periphery	BT_S6	7	Immune cell	Regular
1001000270.D12	GBM cell 3562	Brain	Homo sapiens	1001000270	D12	Periphery	BT_S6	8	Immune cell	Regular
1001000270.H8	GBM cell 3563	Brain	Homo sapiens	1001000270	H8	Periphery	BT_S6	8	Immune cell	Regular
1001000270.A2	GBM cell 3564	Brain	Homo sapiens	1001000270	A2	Periphery	BT_S6	7	Immune cell	Regular
1001000270.G3	GBM cell 3565	Brain	Homo sapiens	1001000270	G3	Periphery	BT_S6	7	Immune cell	Regular
1001000270.F4	GBM cell 3566	Brain	Homo sapiens	1001000270	F4	Periphery	BT_S6	8	Immune cell	Regular
1001000270.H6	GBM cell 3567	Brain	Homo sapiens	1001000270	H6	Periphery	BT_S6	7	Immune cell	Regular
1001000270.D1	GBM cell 3568	Brain	Homo sapiens	1001000270	D1	Periphery	BT_S6	7	Immune cell	Regular
1001000270.H2	GBM cell 3569	Brain	Homo sapiens	1001000270	H2	Periphery	BT_S6	7	Immune cell	Regular
1001000270.A10	GBM cell 3570	Brain	Homo sapiens	1001000270	A10	Periphery	BT_S6	7	Immune cell	Regular
1001000270.E12	GBM cell 3571	Brain	Homo sapiens	1001000270	E12	Periphery	BT_S6	7	Immune cell	Regular
1001000270.F10	GBM cell 3572	Brain	Homo sapiens	1001000270	F10	Periphery	BT_S6	7	Immune cell	Regular
1001000270.E10	GBM cell 3573	Brain	Homo sapiens	1001000270	E10	Periphery	BT_S6	8	Immune cell	Regular
1001000270.B4	GBM cell 3574	Brain	Homo sapiens	1001000270	B4	Periphery	BT_S6	7	Immune cell	Regular
1001000270.C1	GBM cell 3575	Brain	Homo sapiens	1001000270	C1	Periphery	BT_S6	7	Immune cell	Regular
1001000270.D7	GBM cell 3576	Brain	Homo sapiens	1001000270	D7	Periphery	BT_S6	8	Immune cell	Regular
1001000270.H3	GBM cell 3577	Brain	Homo sapiens	1001000270	H3	Periphery	BT_S6	8	Immune cell	Regular
1001000270.D9	GBM cell 3578	Brain	Homo sapiens	1001000270	D9	Periphery	BT_S6	12	Vascular	Regular
1001000271.B3	GBM cell 3579	Brain	Homo sapiens	1001000271	B3	Tumor	BT_S6	12	Vascular	Regular
1001000271.C2	GBM cell 3580	Brain	Homo sapiens	1001000271	C2	Tumor	BT_S6	12	Vascular	Regular
