"Dim1" "Dim2"
"1001000184.G5" -0.487987576409683 -70.8585183191941
"1001000184.C5" -5.65449537819309 -66.0118684854589
"1001000184.H4" 5.75614642397764 -70.2356692892981
"1001000184.E2" -3.66032467274181 -63.6335414871233
"1001000184.F10" -2.60941929693959 -61.667574294151
"1001000184.E3" -40.5379038918322 37.7087376933248
"1001000184.D5" -1.63807629490087 -60.1293996530828
"1001000184.C3" 1.0820002081751 -64.4354785130175
"1001000184.H10" -3.92265316385023 -61.7648178897645
"1001000184.H5" -5.02498940506627 -10.3146616071055
"1001000184.E8" -42.1399626468789 40.220169695449
"1001000184.D10" 10.1223918808203 -62.9479851294349
"1001000184.F3" 12.9076987107409 -68.0457544008535
"1001000184.E5" -3.45474211539525 -61.4951583930365
"1001000184.H8" 6.55126770505377 -64.4581431468197
"1001000184.F12" -4.01507505496052 -65.665685052991
"1001000184.D3" -0.440743271360521 -70.9239254949247
"1001000184.F1" 2.45087795892529 -68.4274758802072
"1001000184.F9" 1.87132689719906 -66.8815742479863
"1001000184.H9" 1.8536440733607 -65.7047987263806
"1001000184.H2" -44.5131526640075 41.2860393681943
"1001000184.D1" -2.85696035276759 -62.5559537416529
"1001000184.C10" 17.8930906358383 -65.9742353527817
"1001000184.G4" -4.69697715962364 -61.6396815584655
"1001000184.H1" -4.87038749346191 -57.3728146564751
"1001000184.C6" -1.86442036289645 -61.2162260059947
"1001000184.F7" -2.27173113278382 -63.2586105301301
"1001000184.G12" 7.6260192829059 -71.8048454726329
"1001000184.G7" -42.4217547606396 39.0576893175593
"1001000184.E12" -1.96108106397547 -62.6739117192984
"1001000184.D6" 19.0824036727711 -69.5947211459392
"1001000184.D12" 9.25010518683871 -69.080519221951
"1001000184.H11" 4.35337105275599 -66.4395799776873
"1001000184.H3" 7.23103511051171 -59.7514517924183
"1001000184.F11" -42.7778529559438 40.3908651767017
"1001000184.H6" 5.50546594367911 -63.62795257985
"1001000184.G6" 0.377792003506741 -65.3424684790949
"1001000184.F5" 6.98714964051444 -71.6422248796325
"1001000184.E1" 12.7460629373872 -67.9983606218906
"1001000184.E10" 0.45486046873386 -70.4966593185453
"1001000184.G9" -4.83253871415242 -62.8710624665986
"1001000184.C8" -37.3339053088322 38.0169564770141
"1001000184.C2" 14.0450447135699 -69.6186330891425
"1001000184.D4" -2.28384902774407 -66.7360717531176
"1001000184.E11" -1.56990818569088 -61.8194123480558
"1001000184.F2" 2.63010700474299 -63.7836498733051
"1001000184.C7" 8.82462528873447 -67.3017284517337
"1001000184.E4" 3.88736335225054 -61.7781632103427
"1001000184.H7" 4.52806817076127 -69.0298675948094
"1001000184.F8" -37.4981213648187 37.4475027595444
"1001000184.G2" 5.50521702855334 -65.557879996354
"1001000184.D2" 8.68346175944094 -66.0344004061567
"1001000184.C12" 2.35787268920952 -64.6759284691669
"1001000184.E6" 3.81095352612522 -65.5480062496481
"1001000184.D11" 1.05868100694503 -64.0860520258844
"1001000184.D8" -57.7889905727166 43.8888236881957
"1001000184.E9" -6.2447393543639 -57.7519506207324
"1001000184.G3" 3.114902916738 -67.3440179649615
"1001000185.F9" -41.9954901086286 40.3219178774199
"1001000185.C9" 8.35350490096355 -65.7289988814191
"1001000185.G6" 5.05105177810589 -65.7355771826424
"1001000185.G11" 7.14485815657032 -66.7581939827988
"1001000185.C7" -4.52090887898299 -64.5861837673682
"1001000185.A5" -3.70137492973561 -59.0354569866986
"1001000185.D10" 1.25074937766543 -60.2824574538791
"1001000185.D5" -1.02794742252893 -64.3844890392335
"1001000185.A11" -42.0909574189244 39.7706387466217
"1001000185.A7" -0.647181211271072 -70.7843797472116
"1001000185.B12" -6.45878776904601 -63.5265277159063
"1001000185.E5" 14.0773816384556 -68.1161331775763
"1001000185.F12" 7.1669357655785 -68.0861239838465
"1001000185.D3" 3.21860204387786 -64.0097183766979
"1001000185.B9" -0.622569460657274 -57.7052882187762
"1001000185.E11" 3.30575815825678 -51.8105919273202
"1001000185.H5" -4.70277772548528 -59.1177269381362
"1001000185.F4" -7.35728252955967 -58.6887901601558
"1001000185.H8" 19.475669985755 -59.6485574438816
"1001000185.C5" 5.46834950538099 -64.8302535321237
"1001000185.D2" -8.55062300626627 -60.1542908011618
"1001000185.G2" -0.432461564664754 -63.1315479837937
"1001000185.B7" 4.80901591449432 -64.7167842356076
"1001000185.A1" -0.931550315886005 -65.9451577171105
"1001000185.E3" 0.627079868525899 -66.8488078622572
"1001000185.F10" -59.343732737986 52.3666636886863
"1001000185.B5" 6.13431517295967 -66.9404073724121
"1001000185.E8" 2.950940415636 -61.5824068498367
"1001000185.G8" 13.3851720653123 -68.1592279472441
"1001000185.A3" 7.20307932271379 -65.9330627972307
"1001000185.F6" 8.0322636521724 -60.431395235479
"1001000185.C3" -42.3736931968435 39.9002787090829
"1001000185.D9" -2.74634969180622 -68.1827926560964
"1001000185.G5" 2.90388156997357 -58.1185828992918
"1001000185.A8" 8.75309468083308 -55.57378931391
"1001000185.D7" 0.663454157864106 -66.1036060673614
"1001000185.E1" 0.0177570414713046 -61.7544129076972
"1001000185.E6" 15.7101533565836 -66.0314332650342
"1001000185.B8" 11.8218237761112 -71.6177088365981
"1001000185.D11" 19.1149736349135 -70.1273189923303
"1001000185.C8" -40.9444004315413 40.2826478901067
"1001000185.A4" -4.68398328189478 -62.1382317688885
"1001000185.G7" 9.69475454218489 -58.515911517741
"1001000185.F8" 5.99164902396225 -68.9147356719375
"1001000185.C1" -2.14252922572169 -65.2789583754172
"1001000185.H11" 11.417909131625 -70.390635890631
"1001000185.D6" 0.250938789127733 -59.3163401326354
"1001000185.H2" -41.8121655662085 42.2470995629034
"1001000185.G12" 3.19991708112925 -66.979771130471
"1001000185.A12" -4.6979848650669 -60.336470577205
"1001000185.E10" 6.08228522386187 -62.5632435920183
"1001000185.H1" 0.592604238999311 -70.3855668728153
"1001000185.B6" 6.45551566114021 -63.6326498715931
"1001000185.E4" 2.50767527529672 -66.0796911008342
"1001000185.F11" 17.0967191600647 -70.5083817532406
"1001000185.B1" 3.1615455461525 -69.4188937502811
"1001000185.A6" -43.2812963358389 41.9474232612494
"1001000185.F1" 4.88833407261001 -64.9057782122754
"1001000185.G1" -41.1525399091553 46.9564217380098
"1001000185.F3" 3.21372314193923 -64.1749888221929
"1001000185.B11" -5.56570770470994 -60.6636547329694
"1001000185.C4" 8.29135768414021 -66.23830283563
"1001000185.A9" 5.82136219091954 -62.8662394263298
"1001000185.E2" -0.423863450912435 -62.3065618051904
"1001000185.B4" 5.21071985263411 -66.6073475640379
"1001000185.D1" 5.93451571186443 -74.7379771857847
"1001000185.H9" -49.8059393555656 40.4495214726447
"1001000185.E9" -4.60867388922585 -61.1286386279056
"1001000185.F5" -8.29489354633342 -58.9895334774722
"1001000185.C6" 3.90228888033742 -70.87865421577
"1001000185.G4" -44.5683467106582 37.904888195394
"1001000185.G3" 2.25268346335551 -64.5313592084818
"1001000185.C2" 10.6167929594136 -71.4908513237973
"1001000185.A2" 15.7328239215491 -72.4301018133464
"1001000185.B2" 10.8583723868938 -47.4256198318926
"1001000185.H7" -3.41589220402262 -60.3883464208705
"1001000185.E7" -1.29230680945682 -63.3532421972764
"1001000185.D12" 8.23223113941734 -65.7332702912085
"1001000185.H4" -6.34604615721149 -63.3347866733095
"1001000185.F7" -0.962300493013343 -60.6699113390472
"1001000186.D2" -45.8835401711298 -12.4415058449403
"1001000186.E12" -39.4920950662926 52.635031163845
"1001000186.B6" -45.7888208968857 56.0528969942728
"1001000186.E4" -46.8331314355113 46.433785857191
"1001000186.B10" -52.611243921022 41.4090909623902
"1001000186.B4" -24.4638549986568 -38.3990741946893
"1001000186.C8" -51.6564763195164 41.8800315320968
"1001000186.F6" -44.7279098447867 45.1445657795858
"1001000186.A2" -49.9607684856372 45.254077391165
"1001000186.E10" -46.0000523464701 39.6001431249153
"1001000186.G12" -51.7198485100597 47.197385310702
"1001000186.H4" -49.2807766195324 44.9584748696776
"1001000186.E1" -46.6732769368771 41.783654346752
"1001000186.G4" 30.6368301387613 19.1390992206836
"1001000186.D8" -51.7230330282913 47.0043611087123
"1001000186.H7" -45.8608725710278 43.4525501573856
"1001000186.G1" -44.5908923876522 50.120773522357
"1001000186.D6" -48.5635837868381 44.0039732706829
"1001000186.E7" -46.4807058213124 -12.5177163949389
"1001000186.C4" -47.9852326285779 37.3756989030314
"1001000186.F7" -50.9756615655068 45.4979003536129
"1001000186.H3" -54.2753436434293 44.9089607545014
"1001000186.F1" -46.5785711849362 -11.9166216523306
"1001000186.E11" -45.8774312572766 -12.4231637665944
"1001000186.D4" -69.9621357184142 -4.42125142646053
"1001000186.B7" -50.5510741350415 47.2213643266723
"1001000186.D12" -45.8205724364337 52.4196943450719
"1001000186.C1" -42.1046547642372 57.3330041992571
"1001000186.H5" -50.9603653057894 41.3228721081673
"1001000186.A9" 35.0500296110604 34.19083025897
"1001000186.F9" 41.2452310950153 34.3586333244041
"1001000186.F11" 39.387272152266 23.7975372559665
"1001000186.E6" -46.9195233292775 52.7374964482975
"1001000186.C7" -50.6686117136726 44.596067694725
"1001000186.F5" -47.0869386864479 -12.3774720954224
"1001000186.C10" -54.580407167397 49.1483533234115
"1001000186.C6" -46.612823581771 50.867484276561
"1001000186.H2" -41.6769892825693 51.1322058856467
"1001000186.D9" 37.1161915334545 40.4795723400747
"1001000186.D1" 35.1312510510179 21.5469523306
"1001000186.G9" -37.2121115205559 53.3764583019221
"1001000186.A6" -52.2690467171381 46.1593691091518
"1001000186.B2" -45.3471984729931 51.1193757253281
"1001000186.A10" -47.006771227569 40.8729626418607
"1001000186.E9" -29.4034851335941 -40.6655149986861
"1001000186.D7" 28.2000444351345 17.7772467935857
"1001000186.G10" -46.0864357963565 49.4205651723019
"1001000186.H6" -25.4927128536377 -38.9243422566478
"1001000186.D11" -45.6360583788941 46.7568218880834
"1001000186.C12" -46.3219834250892 54.6716314326065
"1001000186.D5" -46.4197738562982 -11.5306601443844
"1001000186.G8" -46.455181182306 42.9390216500224
"1001000186.A12" -44.6774477959222 47.4221371153406
"1001000186.E8" -43.3324411944189 42.8060134333488
"1001000186.H9" -49.9616278559765 40.9394952334368
"1001000186.E5" -53.6392840525841 38.9491364823885
"1001000186.B11" -43.9720137611409 46.6193867380912
"1001000186.G5" -43.85263977755 45.690953063182
"1001000186.F10" -50.2545906442412 52.1798359798258
"1001000186.C9" 31.0589485473121 28.6209759285808
"1001000186.D3" -47.139980989608 -12.3473307079266
"1001000187.F1" -48.166748712675 42.9556853105031
"1001000187.A3" -47.9781964574039 50.7947509625574
"1001000187.A8" -46.0026954417653 40.4870414502175
"1001000187.A11" -45.9602698160143 44.9662427140336
"1001000187.H6" -41.095389396716 53.3356542607893
"1001000187.G6" 35.3553400530239 23.1709442386506
"1001000187.F7" -43.2798356639654 49.8326247456297
"1001000187.B9" -45.4200264228813 53.9498390900918
"1001000187.D1" 33.934868507761 44.8013220831435
"1001000187.B6" -49.6947245266252 48.0571578354419
"1001000187.G4" -58.8810249957586 42.3408571058216
"1001000187.C8" 33.2078492559425 19.6845329014466
"1001000187.D11" -45.840575510757 42.1347667679945
"1001000187.C1" -50.3706287653307 41.944375679491
"1001000187.B12" -43.4958672148745 57.438170596268
"1001000187.G3" -26.2160190352433 -41.3272642021024
"1001000187.B4" -52.4345662445055 43.5352047255759
"1001000187.G2" -45.679641084694 42.1417629503827
"1001000187.G10" -46.3510089142853 -11.6595206344248
"1001000187.D2" -28.6578886592791 -40.4021804194358
"1001000187.C7" -45.6255668078072 -12.4774134515752
"1001000187.F5" -47.844831338332 45.0600420943695
"1001000187.A7" -46.8640035569116 43.8157581320154
"1001000187.F11" -51.5746041551437 45.6180327240778
"1001000187.F8" -50.5944005316195 50.856437010059
"1001000187.B2" -37.4597585440422 52.9984949985314
"1001000187.D8" -48.8406067228223 46.8654721375016
"1001000187.E6" -50.077552836579 46.2598411172435
"1001000187.H8" -50.8908598028152 42.7411467116102
"1001000187.E11" -49.8442689347988 36.1494173356428
"1001000187.C2" -48.6451133557202 43.7715679766411
"1001000187.H1" -26.7773600215803 -40.0169623076564
"1001000187.C5" -47.1067965163552 50.5285099488227
"1001000187.E4" -47.5168222101155 -12.5763907199277
"1001000187.H3" -47.2232478668859 41.8563806700552
"1001000187.F2" -47.4733263018962 59.0826084593699
"1001000187.B7" -48.6364809682774 42.2286734480966
"1001000187.A12" -42.4069308415231 42.3748441599857
"1001000187.A9" -47.2653593878288 43.141900898092
"1001000187.D7" -52.5201555650422 39.3417052742975
"1001000187.H7" -45.7390842088029 50.0187505635705
"1001000187.B11" -51.6333218862073 52.967393126222
"1001000187.F6" -46.4034765798096 -11.2744857207102
"1001000187.G5" -45.9941424783303 -12.5027813479101
"1001000187.B5" -44.5713253262091 51.9172763517711
"1001000187.A2" -46.6820300706216 -11.6687304918261
"1001000187.G9" 40.3166240686067 42.2358853732822
"1001000187.H5" -49.472755311059 43.6139020586012
"1001000187.C6" -46.9094780207017 -12.7326591682442
"1001000187.E9" -46.5366234018932 -13.9078109713655
"1001000187.E2" -46.5298993988236 45.9420795244345
"1001000187.D12" -43.605682726704 48.6310105884623
"1001000187.G12" -49.076461693305 42.0794549860426
"1001000187.E3" -29.0485939605537 -38.7106745427607
"1001000187.F4" -27.7897911018407 -40.861604101492
"1001000187.D9" -49.7289657791707 43.5547156940088
"1001000187.G8" -44.77851798942 54.0124707203947
"1001000187.B10" -50.5526388907778 44.6275426077442
"1001000187.H11" -46.1680314653518 -12.2252175269055
"1001000187.G1" -48.4525269481039 45.644093301543
"1001000187.C4" 27.7716855772605 41.5538107552987
"1001000187.E12" -47.4513931101363 -12.7607249600913
"1001000187.A4" -44.314450159548 43.9128398956011
"1001000187.B8" -47.6155595169048 43.5948561628241
"1001000187.F9" -27.263577678598 -39.2922894525709
"1001000187.F10" -46.3846589727074 -11.4490366925272
"1001000187.H2" -45.6506801130319 52.251631036426
"1001000187.B1" 33.8303747447964 25.6695017291197
"1001000187.F3" -45.6488235874806 -12.4436860693544
"1001000187.C12" -47.6369412995384 46.3650615875652
"1001000187.D6" -51.7703170284614 43.5862081782707
"1001000187.C3" -50.1408639569125 45.7527351715185
"1001000187.G11" -46.1296451422394 54.3957544760265
"1001000187.E5" -48.187652552986 40.4940076292697
"1001000187.B3" -45.1615280605673 55.0922563698887
"1001000187.A1" -49.0211044790989 45.6097339805773
"1001000187.E10" -47.1843568028697 43.196487783244
"1001000191.B4" -11.4233923855369 -47.1773760749998
"1001000194.G3" -68.4180369473235 -5.0420559191084
"1001000194.G11" -67.3018768988848 -5.61960023130675
"1001000194.F5" -69.904600190429 -4.33169600983655
"1001000194.G10" -69.9326273820619 -5.77522390174129
"1001000194.E8" -68.2775290185657 -4.77454120149147
"1001000194.C5" -69.1800011178248 -5.23572318336418
"1001000194.G12" -69.3867546164141 -4.29461074365813
"1001000194.C8" -70.0422711266362 -4.47747630048342
"1001000010.D9" -67.3605172198152 -2.06573836959402
"1001000010.C1" 27.1628237164926 16.6523333170985
"1001000010.C8" -0.09520349107682 7.70993052471303
"1001000010.G3" 0.176720618142454 8.82219996056789
"1001000010.H3" -0.190043512390388 8.33782966810108
"1001000010.F10" -2.96519089398717 8.39006843671178
"1001000010.F7" 27.3901049526555 19.1375571024489
"1001000010.E8" 21.9565747785962 4.8069174875119
"1001000010.D5" 18.5366408511384 12.2365418204086
"1001000010.F8" -0.531497253264115 8.49036044321321
"1001000010.G2" 29.4159264062942 16.1356326622709
"1001000010.B4" 28.1125667632616 19.4214521834188
"1001000010.C5" 25.2743085768769 13.4183504268271
"1001000010.B5" 36.2357695031238 17.2580464420701
"1001000010.F1" -0.205190502292294 8.45973248922281
"1001000012.C7" 29.8237071861094 -27.4834239206384
"1001000012.A11" 14.1871642859344 -31.5088764413469
"1001000012.E3" 29.1481864409128 -28.573605530966
"1001000012.E1" 12.8717706160861 -25.0716895374298
"1001000012.E10" 13.7363889141819 -34.8651638610169
"1001000012.F1" 27.025878953271 -30.7253884516824
"1001000012.E9" 23.3719367944703 -25.2608540858159
"1001000012.G4" 22.5455870322461 -24.3023397083651
"1001000012.F6" 25.320915750112 -20.574213490733
"1001000012.E4" 20.2414906430132 -33.5235270910745
"1001000012.F3" 12.3745922359381 -27.5937253551789
"1001000012.H5" 11.0738759552749 -27.6559256125687
"1001000012.A9" 33.1046805692671 -30.5073193790916
"1001000012.G5" 23.0333638832818 -28.7493922442645
"1001000012.C5" 14.5315486933447 -24.9865331259621
"1001000012.A5" 20.3878883888085 -27.9144841228728
"1001000012.B1" 31.0560081246252 -32.443253223609
"1001000012.D10" 20.2959588199044 -33.5164980294058
"1001000012.B2" 28.1871488339899 -29.4731818869662
"1001000012.G8" 29.2118349548155 -28.1308609725168
"1001000012.D5" 26.4754163942469 -27.4294703382788
"1001000012.H9" 17.1217010452107 -33.9427135360116
"1001000012.A8" 27.4111664420218 -34.2164095220444
"1001000012.E6" 24.9100807712973 -28.4361065982446
"1001000012.F2" 24.3619965382384 -32.7210739616818
"1001000012.A4" 26.5783496786226 -25.1970436686859
"1001000012.G1" 27.7651574551474 -28.3907550545811
"1001000012.F7" 31.5340840178105 -25.576924752841
"1001000012.F4" 27.1094536325173 -30.1239854935511
"1001000012.H6" 24.119427786807 -26.7286547060124
"1001000012.F9" 18.9955690250684 -29.7954611987612
"1001000012.C4" 3.26400958376192 -32.9432948373772
"1001000012.C6" 14.5371003611409 -33.6369004185792
"1001000012.C3" 29.7339473130135 -26.316673576151
"1001000012.F8" 29.0376392548179 -33.2447257910639
"1001000012.G9" 21.5376288844587 -29.4648359434466
"1001000012.A1" 24.379638909777 -33.0062739544676
"1001000012.G7" 29.3404115886537 -34.5704026351316
"1001000012.D8" 21.0459610767895 -24.1529326899546
"1001000012.G10" 21.2672614237971 -34.7002542783461
"1001000012.B3" 24.8441324717811 -33.240611703319
"1001000012.C1" 31.5723902248425 -32.8369364212954
"1001000012.C9" 19.9723716001458 -28.6325201367326
"1001000012.B5" 30.463531678577 -28.3020141415144
"1001000012.C10" 30.4836230593935 -25.9308267320567
"1001000012.A6" 23.9711512198011 -30.3815518389397
"1001000012.C2" 28.6075455666827 -25.5974438938274
"1001000012.G6" 24.9699542353737 -34.5701359363886
"1001000012.D4" 14.907656734755 -32.601199261789
"1001000012.B7" 20.3886327567182 -34.8486616487799
"1001000012.B10" -0.538024488624769 -36.6402925358694
"1001000012.B11" 19.4322630480316 -14.0961543831333
"1001000012.A10" 16.0209954064807 -32.2342854354565
"1001000012.D2" 14.0832913467562 -61.1525539503472
"1001000012.D3" 29.880048491342 -24.2875454887743
"1001000012.H2" 24.2694027200688 -31.7086395619006
"1001000012.A3" 17.4099396313351 -24.346506980404
"1001000012.B8" 11.9914075891216 -31.6020474023981
"1001000012.D11" 25.6753512670804 -21.398273993083
"1001000012.H10" 26.4286372167877 -30.0676107692358
"1001000012.B6" 21.0412822271937 -25.4900413389436
"1001000012.B4" 28.0886850652837 -22.3190626948237
"1001000012.C8" 27.0315415118386 -28.9669842474801
"1001000012.D1" 14.4059551358445 -30.3095638255007
"1001000012.H7" 29.4700751847119 -27.0268764077928
"1001000012.G3" 28.974565338205 -26.4743093830891
"1001000012.H1" 17.5337409276379 -24.220450745107
"1001000012.A2" 21.0786783146456 -27.2167017776423
"1001000012.F5" 24.6123205796617 -31.3463728014596
"1001000012.D9" 26.2629787044589 -28.0569067283177
"1001000012.C11" 13.2132415176299 -30.5763976834743
"1001000012.H4" 26.6700467335855 -26.6478450892946
"1001000012.E7" 19.6505604646888 -33.9760580544449
"1001000012.H8" 32.6424159168316 -29.7409709100947
"1001000012.H3" 28.2177894555995 -27.9419862881392
"1001000012.G2" 22.6716054242132 -24.6963464323865
"1001000012.A7" 27.6273649900357 -27.6494488621005
"1001000012.D6" 13.6818252383201 -28.416585436754
"1001000012.C12" 19.4342591288091 -14.1007866074538
"1001000012.F11" 25.8978908596539 -26.8716133148533
"1001000012.E12" 25.6852945768715 -21.4301279411343
"1001000012.G12" 25.7441267238623 -28.0805538413835
"1001000012.E11" 19.3425297853142 -26.5391126221468
"1001000012.B12" 28.0096318869812 -26.2307071820415
"1001000012.D12" 13.2233971008716 -30.6011331652303
"1001000012.A12" 25.2225118050701 -23.576709939865
"1001000012.F12" 18.8461642842012 -26.144756120693
"1001000012.G11" 13.1597463889592 -32.9949520442248
"1001000014.H9" -71.9211926578356 -0.401411030492141
"1001000014.B2" -71.5407472137155 -1.61070165136928
"1001000014.G7" -69.625729793422 -0.981156104185895
"1001000014.E9" -70.0565917628312 -3.20215318678232
"1001000014.C8" -72.2647472148939 -2.93596439183348
"1001000014.E3" -71.3331749196535 -3.86675581597326
"1001000014.F6" -71.3901091072635 -2.73849984397781
"1001000014.C3" 39.2063326154255 26.6604924797976
"1001000014.E6" -67.8208191150069 -2.94934308806798
"1001000014.D12" -68.4145904254828 -1.44099272816397
"1001000014.D6" -70.9968052885408 -0.0288580774423246
"1001000014.G12" -73.3433773807169 -2.35590408941892
"1001000014.C1" -70.1014430773865 -2.75104952969693
"1001000014.F11" -45.1666444395849 59.5219706289794
"1001000014.E5" -68.5256182381001 -1.70090016122683
"1001000015.B2" -1.30817742901259 -40.3993186830221
"1001000017.A3" 9.77418750172006 10.3017912148008
"1001000017.C10" -68.2248416025215 -0.811868592616094
"1001000017.A4" 15.049594460221 13.4025590199916
"1001000017.F3" -66.6795526902201 -2.65353018421827
"1001000017.A9" -45.3489621743138 57.5014616189108
"1001000017.A11" -46.2381174024239 58.2440332219352
"1001000017.H7" -69.5514153722993 -2.42662850057387
"1001000017.G11" -52.0691914564411 58.7097155639659
"1001000017.A8" -53.4990520096044 56.2865059912402
"1001000017.B7" 24.8385979643532 21.0624354077061
"1001000017.E2" -67.4957818331488 -0.935002201967023
"1001000017.F12" -45.4132330386272 21.3391629914335
"1001000017.F6" -69.7061683928105 0.118336273136325
"1001000017.D10" -72.3448828834829 -3.38743505843224
"1001000017.C9" -55.9823283820461 52.9944524231168
"1001000017.E12" 3.46254116538047 -31.2545104451952
"1001000017.E10" 3.30580888311506 -31.6888005597547
"1001000017.B1" -70.2323011245774 -1.80303603452916
"1001000017.G1" -70.0556258741729 -1.89637834426871
"1001000017.D9" -72.2724261741977 -1.38823755125426
"1001000017.B3" -51.8402107162518 54.3654259651887
"1001000017.F10" -2.69947530285844 -11.6419543725716
"1001000017.E4" 10.773704898758 44.3956130371426
"1001000017.B5" -67.5817031272038 -3.53276404127701
"1001000017.A6" -52.4151624982451 58.8148768886675
"1001000017.E5" -50.6172981587843 60.4229807877261
"1001000017.G5" -72.9969915394952 -4.27876354525498
"1001000017.D8" -57.1077951400261 51.7102174762994
"1001000017.F5" -70.1975304569314 -0.731607794442147
"1001000017.G9" -69.340652763652 -1.02111461537313
"1001000017.D1" -49.8168684070616 60.133388710804
"1001000017.F7" 3.25625901802188 -31.6529255629818
"1001000017.B12" -49.4615490185137 60.7298441101026
"1001000017.H4" -68.7461310901829 -0.140885169394902
"1001000018.C1" -72.5174734914919 -2.18091153700327
"1001000018.D10" -18.269285076102 -37.8284470179141
"1001000018.F11" -18.4171272507399 -37.8074626074397
"1001000019.B5" 22.4607173090362 9.13379999832653
"1001000019.C6" 1.14858558797129 9.88316760604661
"1001000019.C2" 13.3477951605782 8.70280415496823
"1001000019.B12" 28.1528926675861 21.5331418589122
"1001000019.G9" -0.08000682341111 8.75095240871287
"1001000019.F6" 26.459848514083 18.7803129870733
"1001000019.F9" -70.7602396169122 -2.7156269792875
"1001000019.B10" 19.751695042643 6.09972938034012
"1001000019.C1" -0.0228260583562545 8.60383429718134
"1001000019.A3" 23.4231893500571 11.6233458856879
"1001000019.D5" 0.438558934205528 8.10676595282863
"1001000019.G12" 24.2017052398715 16.7943224821349
"1001000019.E3" -68.8396376922987 -3.42447666977813
"1001000028.D10" -18.424005138696 -37.7642206382707
"1001000028.F6" -2.73316036023349 -36.9813490650531
"1001000028.C6" 28.3239708918085 -32.9730121764177
"1001000031.B4" 9.72971727152795 -31.4011923252998
"1001000031.B3" 24.8676344822453 -24.1798568645177
"1001000031.F12" 13.319216361893 -28.5519953876095
"1001000031.B11" 32.532999021825 -29.0278768627625
"1001000031.G8" 10.9141047429111 -28.5128438873082
"1001000031.H2" 30.6788143397722 -31.5172901594298
"1001000031.C4" -44.0681892192963 20.0539750748439
"1001000031.F6" 12.0571315297588 -27.4497786423746
"1001000031.B7" 6.77553085844354 -28.0613956079715
"1001000031.A1" 15.2216461394675 -29.5764303833017
"1001000031.F5" 12.8868183236472 -31.3297051557986
"1001000031.D8" 15.7467923820934 -35.3098935869394
"1001000031.B5" 11.8560620743946 -30.0354897194358
"1001000031.C5" 34.3619233801064 -7.6065265378855
"1001000031.G3" 27.9901298292092 -32.176907325408
"1001000031.D10" 21.5634272130842 -31.6660875701139
"1001000031.B8" 23.9220747596854 -25.7968043202927
"1001000031.G6" 12.5018660304602 -26.8022496135977
"1001000031.D11" 6.69125674680765 -34.409906313982
"1001000031.A8" 10.7818342267444 21.9284617788216
"1001000031.A6" 28.6062064388312 -32.4159918969317
"1001000031.C12" 23.5620780675194 -31.2490334188256
"1001000031.C8" 30.2532387214082 -29.4843029922465
"1001000031.D2" 17.0326769821676 -31.2581846469324
"1001000031.A12" 28.1545113987014 -32.0672193984293
"1001000031.F2" 31.5036081669423 -30.822935204347
"1001000031.G4" 26.7014837309548 -26.5794128219988
"1001000031.F10" 8.90239772063882 -29.0199032422937
"1001000031.E10" 41.590980529637 -48.471701257193
"1001000031.C9" 29.1221943531301 -30.7095191246432
"1001000031.D6" 47.3931659528987 -47.2044698060649
"1001000031.D1" 47.5491377933018 -46.8899722759991
"1001000031.H5" 26.0998342204114 -28.7892400679466
"1001000031.A11" 28.9400256773568 -29.4994138299223
"1001000031.C6" 19.7958029449609 -33.0207308841866
"1001000031.B10" 34.1798462407595 -8.14026704782041
"1001000031.E3" 15.9497899587763 -32.1021183909859
"1001000031.C7" 10.9669782669234 -27.8922875820338
"1001000031.H7" 13.2590136029609 -32.972361520368
"1001000031.E11" -3.05596810708284 -38.0051765417244
"1001000031.G7" 12.8533207250314 -27.4028520227448
"1001000031.F11" 12.2806915092046 -29.167744363129
"1001000031.A2" 25.2849020780776 -27.500854892625
"1001000031.F1" 16.4761440036572 -29.92833664588
"1001000031.G12" 22.5606735853543 -26.0477929440014
"1001000031.E2" 12.6096381839279 -33.7916456651299
"1001000031.E5" 34.2845415333079 -7.68890781462887
"1001000031.E12" 27.8097948655528 -32.0719177223237
"1001000031.C11" 18.4679746418754 -33.3140485727579
"1001000031.A9" 10.8723888671927 -30.2975124258631
"1001000031.C10" -44.6948579522206 20.5983226922722
"1001000031.B9" 26.1454573770417 -27.2658291457172
"1001000031.H10" 19.8841011160679 -33.6992747552963
"1001000031.F7" -44.1207902310573 20.0901739340714
"1001000031.G1" 34.0848449518329 -8.16096901222454
"1001000031.D3" -43.9680258091705 19.9517562640909
"1001000031.C2" 15.1056166021079 -30.1255713465724
"1001000031.G10" 8.853837429255 -28.9488303440123
"1001000031.A10" 16.2771943090828 -32.6626404994711
"1001000031.E1" 13.9225151012862 -31.4333831755223
"1001000031.A7" 11.0935493372109 -33.9775451466439
"1001000031.C1" 28.6112687712718 -32.2125832841237
"1001000031.F9" 20.3300774304539 -23.7945163454272
"1001000031.A5" 27.4595360606764 -23.748588439645
"1001000031.F3" 16.5419881893226 16.3608425842678
"1001000031.A3" 31.8120724956053 -29.7197155028306
"1001000031.E4" -44.7389988537292 20.6278540497709
"1001000031.B12" 18.5395943155759 -34.2399596823603
"1001000031.A4" 17.1290769029162 -28.5040173653154
"1001000031.H4" 16.5179331918341 -30.1862474730659
"1001000031.D12" 20.1348643127558 -30.5307440960519
